lfdn;external_lfdn;tester;dispcode;lastpage;quality;duration;c_0001;v_3;Einverst_Bedingungen;v_132_alter;v_133_Geschlecht;dupl1_svo1;dupl1_svo2;dupl1_svo3;dupl1_svo4;dupl1_svo5;dupl1_svo6;svo7;svo8;svo9;svo10;svo11;svo12;svo13;svo14;svo15;svo16;svo17;svo18;svo19;svo20;svo21;svo22;svo23;svo24;v_130_Instrukt_SVO;v_131_instrukt_SVO;v_57_ase_item_1;v_59_ASE_1_A;v_60_ASE_1_B;v_136_ase_Item_2;v_137_Item_2_A;v_138_Item_2_B;v_139_ase_Item_3;v_140_item3A;v_141_item3_b;v_142_ase_item4;v_143_ase_Item4A;v_144_ase_item4B;v_145_ase_item5;v_146_ase_item5A;v_147_ase_item5B;v_148_ase_item6;v_149_ase_item6A;v_150_ase_item6B;v_151_ase_item7;v_152_ase_item7A;v_153_ase_item7B;v_154_ase_item8;v_155_ase_item8A;v_156_ase_item8B;v_157_ase_item9;v_158_ase_item9A;v_159_ase_item9B;v_160_ase_item10;v_161_ase_item10A;v_162_ase_item10B;v_163_ase_item11;v_164_ase_item11A;v_165_ase_item11B;v_166_ase_item12;v_167_ase_item12A;v_168_ase_item12B;v_169_ase_item13;v_170_ase_item13A;v_171_ase_item13B;v_172_ase_item14;v_173_ase_item14A;v_174_ase_item14B;v_175_ase_item15;v_176_ase_item15A;v_177_ase_item15B;v_178_ase_item16;v_179_ase_item16A;v_180_ase_item16B;v_181_ase_item17;v_182_ase_item17A;v_183_ase_item17B;v_184_ase_item18;v_185_ase_item18A;v_186_ase_item18B;v_187_ase_item19;v_188_ase_item19A;v_189_ase_item19B;v_190_ase_item20;v_191_ase_item20A;v_192_ase_item20B;v_193_ase_item21;v_194_ase_item21A;v_195_ase_item21B;v_196_ase_item22;v_197_ase_iteam22A;v_198_ase_item22B;v_199_ase_item23;v_200_ase_item23A;v_201_ase_item23B;v_202_ase_item24;v_203_ase_item24A;v_204_ase_item24B;v_11;v_8;device_type;participant_browser;participant_browser_version;participant_os;participant_device;participant_brand;participant_model;participant_isbot;participant_continent;participant_country;participant_region;participant_city;participant_latitude;participant_longitude;quota;quota_assignment;page_history;hflip;vflip;output_mode;javascript;flash;session_id;language;cleaned;ats;datetime;date_of_last_access;date_of_first_mail;rts3775073;rts3775076;rts3775078;rts3784671;rts3799655;rts3813907;rts3813922;rts3818110;rts3819678;rts3842819;rts3842822;rts3842825;rts3842828;rts3842830;rts3842832;rts3842833;rts3842835;rts3842837;rts3842838;rts3842840;rts3842842;rts3842857;rts3842859;rts3842861;rts3842862;rts3842864;rts3842866;rts3842870;rts3842872;rts3842874;rts3842875;rts3842877;rts3842879;rts3842880;rts3842882;rts3842884;rts3842886;rts3842888;rts3842890;rts3842891;rts3842893;rts3842895;rts3842900;rts3842902;rts3842904;rts3842905;rts3842907;rts3842909;rts3842910;rts3842912;rts3842914;rts3842915;rts3842917;rts3842919;rts3842920;rts3842922;rts3842924;rts3842925;rts3842927;rts3842929;rts3842932;rts3842934;rts3842936;rts3842937;rts3842939;rts3842941;rts3842942;rts3842944;rts3842946;rts3842947;rts3842949;rts3842951;rts3842955;rts3842957;rts3842959;rts3842966;rts3842968;rts3842970;rnd_pg_3821863_1;rnd_pg_3821863_2;rnd_pg_3821863_3;rnd_pg_3821863_4;rnd_pg_3821863_5;rnd_pg_3821863_6;rnd_pg_3821863_7;rnd_pg_3821863_8;rnd_pg_3821863_9;rnd_pg_3821863_10;rnd_pg_3821863_11;rnd_pg_3821863_12;rnd_pg_3821863_13;rnd_pg_3821863_14;rnd_pg_3821863_15;rnd_pg_3821863_16;rnd_pg_3821863_17;rnd_pg_3821863_18;rnd_pg_3821863_19;rnd_pg_3821863_20;rnd_pg_3821863_21;rnd_pg_3821863_22;rnd_pg_3821863_23;rnd_pg_3821863_24
532;0;0;31;3775080;-77;729;2;1;1;20;1;2;1;1;2;1;2;2;1;1;1;1;1;1;2;2;2;1;2;1;2;1;2;1;2;1;1;4;4;-77;4;4;-77;4;4;-77;1;1;-77;4;4;-77;4;4;-77;4;4;-77;1;1;-77;4;4;-77;1;1;-77;1;1;-77;4;3;-77;1;1;-77;1;1;-77;4;4;-77;4;4;-77;2;-77;1;1;1;-77;4;4;-77;1;1;-77;4;4;-77;1;1;-77;1;1;-77;1;1;-77;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842947,3842948,3842949,3842950,3842857,3842858,3842859,3842860,3842932,3842933,3842934,3842935,3842838,3842839,3842840,3842841,3842862,3842863,3842864,3842865,3842966,3842967,3842968,3842969,3842886,3842887,3842888,3842889,3842819,3842821,3842822,3842824,3842910,3842911,3842912,3842913,3842891,3842892,3842893,3842894,3842942,3842943,3842944,3842945,3842880,3842881,3842882,3842883,3842925,3842926,3842927,3842928,3842955,3842956,3842957,3842958,3842900,3842901,3842902,3842903,3842915,3842916,3842917,3842918,3842875,3842876,3842877,3842878,3842828,3842829,3842830,3842831,3842905,3842906,3842907,3842908,3842833,3842834,3842835,3842836,3799655,3813906,3813907,3813921,3842920,3842921,3842923,3842924,3842870,3842871,3842872,3842873,3842937,3842938,3842939,3842939,3842939,3842940,3775078,3775080;0;0;0;-77;-77;d9b578adc4fdb92c5f2ea5ef322e664a;1;0;1580306227;29.01.2020 13:57;29.01.2020 14:09;0000-00-00 00:00:00;8;0;729;211;665;672;0;333;17;465;482;0;632;637;0;654;659;0;390;396;0;361;370;0;402;408;0;690;694;0;622;628;0;525;532;0;434;455;0;497;508;0;559;576;0;642;647;0;486;493;0;582;617;0;680;0;684;536;542;0;377;385;0;698;724;0;513;518;0;341;354;0;547;553;0;414;420;0;3842947;3842857;3842932;3842838;3842862;3842966;3842886;3842819;3842910;3842891;3842942;3842880;3842925;3842955;3842900;3842915;3842875;3842828;3842905;3842833;3799655;3842920;3842870;3842937
533;0;0;31;3775080;-77;600;2;1;1;26;1;2;2;1;2;1;2;2;1;1;1;1;1;1;2;2;2;1;2;1;2;1;2;1;2;1;1;4;4;-77;1;1;-77;4;4;-77;1;1;-77;1;1;-77;4;4;-77;4;4;-77;4;4;-77;3;-77;3;3;-77;3;4;4;-77;4;4;-77;4;4;-77;1;1;-77;1;1;-77;2;-77;2;3;-77;3;2;-77;2;1;1;-77;1;1;-77;1;1;-77;4;4;-77;1;1;-77;4;4;-77;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842915,3842916,3842918,3842919,3842875,3842876,3842878,3842879,3842910,3842911,3842912,3842913,3842925,3842926,3842928,3842929,3842937,3842938,3842939,3842940,3842891,3842892,3842893,3842894,3842900,3842901,3842902,3842903,3799655,3813906,3813907,3813921,3842920,3842921,3842923,3842924,3842947,3842948,3842949,3842950,3842942,3842943,3842944,3842945,3842966,3842967,3842968,3842969,3842828,3842829,3842830,3842831,3842955,3842956,3842957,3842958,3842838,3842839,3842840,3842841,3842819,3842821,3842822,3842824,3842880,3842881,3842883,3842884,3842833,3842834,3842835,3842836,3842905,3842906,3842907,3842908,3842886,3842887,3842888,3842889,3842857,3842858,3842859,3842860,3842870,3842871,3842872,3842873,3842862,3842863,3842864,3842865,3842932,3842933,3842934,3842935,3775078,3775080;1;0;0;-77;-77;0d8de1e0746852b20c36149eadd2b22f;1;0;1580372801;30.01.2020 08:26;30.01.2020 08:36;0000-00-00 00:00:00;19;0;600;180;447;449;0;324;27;517;520;0;490;493;0;535;538;0;512;514;0;566;568;0;581;583;0;575;577;0;357;0;361;523;0;525;558;560;0;432;435;0;439;441;0;543;546;0;368;396;0;335;0;341;455;0;457;407;0;416;589;591;0;422;425;0;475;478;0;466;468;0;501;505;0;482;485;0;3842915;3842875;3842910;3842925;3842937;3842891;3842900;3799655;3842920;3842947;3842942;3842966;3842828;3842955;3842838;3842819;3842880;3842833;3842905;3842886;3842857;3842870;3842862;3842932
534;0;0;31;3775080;-77;1122;2;1;1;47;1;2;2;1;2;2;2;1;1;1;1;1;1;1;1;2;2;1;2;1;2;1;2;1;2;1;1;1;1;-77;1;1;-77;4;4;-77;1;1;-77;2;-77;1;1;1;-77;1;1;-77;1;1;-77;4;4;-77;4;4;-77;3;-77;3;1;1;-77;1;1;-77;1;1;-77;4;4;-77;4;3;-77;1;1;-77;2;-77;1;1;1;-77;4;4;-77;2;-77;2;3;-77;4;3;-77;3;1;2;-77;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842920,3842921,3842922,3842923,3842905,3842906,3842907,3842908,3842966,3842967,3842968,3842969,3842900,3842901,3842902,3842903,3842875,3842876,3842877,3842878,3842891,3842892,3842893,3842894,3842947,3842948,3842950,3842951,3842828,3842829,3842830,3842831,3842925,3842926,3842928,3842929,3842942,3842943,3842945,3842946,3842915,3842916,3842917,3842918,3842862,3842863,3842864,3842865,3842937,3842938,3842939,3842940,3842886,3842887,3842889,3842890,3842838,3842839,3842841,3842842,3842819,3842821,3842822,3842824,3842857,3842858,3842859,3842860,3842880,3842881,3842882,3842883,3842833,3842834,3842835,3842836,3842910,3842911,3842912,3842913,3799655,3813906,3813907,3813921,3842932,3842933,3842934,3842935,3842955,3842956,3842958,3842959,3842870,3842871,3842872,3842873,3775078,3775080;1;0;0;-77;-77;86fe6bada7893600b6a7deb4fab91019;1;0;1580375025;30.01.2020 09:03;30.01.2020 09:22;0000-00-00 00:00:00;12;0;1122;344;1018;1028;0;457;21;911;922;0;650;665;0;969;981;0;868;0;883;932;942;0;768;795;0;1105;1116;0;581;594;0;952;961;0;827;0;844;601;611;0;554;566;0;488;499;0;995;1011;0;741;756;0;468;476;0;676;0;690;1037;1070;0;804;820;0;701;0;717;624;0;633;1083;0;1095;511;546;0;3842920;3842905;3842966;3842900;3842875;3842891;3842947;3842828;3842925;3842942;3842915;3842862;3842937;3842886;3842838;3842819;3842857;3842880;3842833;3842910;3799655;3842932;3842955;3842870
535;0;0;31;3775080;-77;519;1;1;1;21;1;2;2;1;2;1;2;2;1;1;1;1;1;1;2;2;2;1;2;1;2;1;2;1;1;1;1;1;1;-77;1;1;-77;2;-77;2;4;4;-77;1;1;-77;3;-77;3;1;1;-77;4;4;-77;3;-77;3;1;1;-77;4;4;-77;1;1;-77;1;1;-77;4;4;-77;4;4;-77;4;4;-77;4;4;-77;1;1;-77;4;4;-77;1;1;-77;4;4;-77;1;1;-77;1;1;-77;1;1;-77;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842900,3842901,3842902,3842903,3842920,3842921,3842922,3842923,3842925,3842926,3842927,3842927,3842927,3842928,3842862,3842863,3842864,3842865,3842828,3842829,3842831,3842832,3842838,3842839,3842840,3842841,3842947,3842948,3842949,3842950,3842937,3842938,3842939,3842940,3842833,3842834,3842835,3842836,3842875,3842876,3842878,3842879,3842819,3842821,3842822,3842824,3842886,3842887,3842888,3842889,3842857,3842858,3842860,3842861,3842880,3842881,3842882,3842883,3799655,3813906,3813907,3813921,3842955,3842956,3842957,3842958,3842905,3842906,3842907,3842908,3842870,3842871,3842872,3842873,3842966,3842967,3842968,3842968,3842968,3842969,3842910,3842911,3842912,3842913,3842891,3842892,3842893,3842894,3842915,3842916,3842917,3842918,3842932,3842933,3842934,3842935,3842942,3842943,3842944,3842945,3775078,3775080;1;0;0;-77;-77;b1b2e58fa7896af3922b841943521a42;1;0;1580393520;30.01.2020 14:12;30.01.2020 14:20;0000-00-00 00:00:00;16;0;519;188;417;421;0;253;26;378;382;0;320;0;324;359;363;0;329;333;0;399;0;403;306;312;0;448;451;0;369;0;372;408;412;0;388;392;0;481;485;0;261;269;0;438;443;0;470;474;0;490;494;0;274;279;0;286;296;0;499;502;0;349;353;0;509;512;0;339;344;0;429;433;0;456;465;0;3842900;3842920;3842925;3842862;3842828;3842838;3842947;3842937;3842833;3842875;3842819;3842886;3842857;3842880;3799655;3842955;3842905;3842870;3842966;3842910;3842891;3842915;3842932;3842942
536;0;0;31;3775080;-77;538;1;1;1;26;1;2;1;1;1;2;2;2;1;1;1;1;1;2;1;2;2;1;2;1;2;2;2;2;1;1;2;3;-77;3;3;-77;4;3;-77;3;4;4;-77;3;-77;4;4;4;-77;1;2;-77;2;-77;1;4;3;-77;2;-77;2;2;-77;1;4;4;-77;2;-77;1;1;2;-77;2;-77;1;3;-77;4;2;-77;1;4;3;-77;4;3;-77;3;-77;3;2;-77;2;3;-77;4;2;-77;2;1;2;-77;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842875,3842876,3842877,3842878,3842905,3842906,3842907,3842908,3842828,3842829,3842831,3842832,3842910,3842911,3842913,3842914,3842937,3842938,3842940,3842941,3842900,3842901,3842903,3842904,3842819,3842821,3842824,3842825,3842862,3842863,3842864,3842865,3842955,3842956,3842958,3842959,3842915,3842916,3842918,3842919,3842925,3842926,3842927,3842928,3842886,3842887,3842889,3842890,3842880,3842881,3842883,3842884,3842920,3842921,3842923,3842924,3842891,3842892,3842893,3842894,3842870,3842871,3842873,3842874,3799655,3813906,3813921,3813922,3842857,3842858,3842859,3842860,3842942,3842943,3842945,3842946,3842838,3842839,3842841,3842842,3842947,3842948,3842950,3842951,3842966,3842967,3842968,3842969,3842833,3842834,3842835,3842836,3842932,3842933,3842934,3842935,3775078,3775080;1;1;0;-77;-77;9659c164ddc4f785d0061830eb7a067f;1;0;1580403064;30.01.2020 16:51;30.01.2020 17:00;0000-00-00 00:00:00;8;0;538;152;458;0;462;257;15;362;0;369;307;0;313;519;522;0;486;0;490;465;469;0;375;378;0;450;0;453;269;289;0;426;0;430;412;0;417;443;447;0;342;0;356;295;300;0;317;0;322;391;0;396;434;0;438;401;408;0;526;533;0;330;0;336;472;0;482;495;0;499;381;0;387;506;512;0;3842875;3842905;3842828;3842910;3842937;3842900;3842819;3842862;3842955;3842915;3842925;3842886;3842880;3842920;3842891;3842870;3799655;3842857;3842942;3842838;3842947;3842966;3842833;3842932
537;0;0;31;3775080;-77;342;1;1;1;25;1;2;2;1;2;1;2;2;1;1;1;1;2;1;2;2;2;1;2;1;2;2;2;2;1;1;1;1;1;-77;4;4;-77;2;-77;2;2;-77;1;2;-77;1;3;-77;3;3;-77;4;3;-77;4;4;3;-77;3;-77;3;2;-77;2;4;4;-77;3;-77;3;2;-77;2;2;-77;1;3;-77;3;2;-77;2;2;-77;1;4;4;-77;1;1;-77;2;-77;1;1;1;-77;3;-77;3;2;-77;2;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842862,3842863,3842865,3842866,3842947,3842948,3842949,3842950,3842910,3842911,3842913,3842914,3842915,3842916,3842918,3842919,3842857,3842858,3842860,3842861,3842833,3842834,3842836,3842837,3842955,3842956,3842958,3842959,3842870,3842871,3842873,3842874,3842838,3842839,3842841,3842842,3842925,3842926,3842928,3842929,3842886,3842887,3842889,3842890,3799655,3813906,3813907,3813921,3842942,3842943,3842945,3842946,3842905,3842906,3842908,3842909,3842819,3842821,3842822,3842824,3842900,3842901,3842903,3842904,3842891,3842892,3842893,3842894,3842828,3842829,3842831,3842832,3842966,3842967,3842969,3842970,3842875,3842876,3842877,3842878,3842937,3842938,3842939,3842940,3842932,3842932,3842932,3842933,3842934,3842935,3842920,3842921,3842923,3842924,3842880,3842881,3842883,3842884,3775078,3775080;1;0;0;-77;-77;a63b5f3d7ae1adf4e52f840a1326a3e4;1;0;1580413087;30.01.2020 19:38;30.01.2020 19:43;0000-00-00 00:00:00;7;0;342;144;282;283;0;204;14;294;296;0;306;0;307;249;0;252;268;0;271;242;0;244;212;0;220;260;0;266;314;316;0;333;0;335;278;0;280;301;303;0;298;0;299;289;0;292;233;0;234;236;0;238;330;0;331;274;0;277;325;327;0;318;320;0;285;0;287;227;230;0;255;0;258;310;0;312;3842862;3842947;3842910;3842915;3842857;3842833;3842955;3842870;3842838;3842925;3842886;3799655;3842942;3842905;3842819;3842900;3842891;3842828;3842966;3842875;3842937;3842932;3842920;3842880
539;0;0;31;3775080;-77;421;1;1;1;40;1;2;2;1;1;1;2;2;2;2;1;1;1;1;2;2;2;1;2;1;1;1;1;1;1;1;1;4;4;-77;2;-77;1;2;-77;1;3;-77;4;2;-77;1;4;3;-77;4;3;-77;4;4;-77;2;-77;1;2;-77;1;4;3;-77;2;-77;1;1;2;-77;4;3;-77;2;-77;1;4;3;-77;1;1;-77;2;-77;1;2;-77;1;2;-77;1;1;2;-77;4;3;-77;4;3;-77;4;3;-77;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842966,3842967,3842968,3842969,3842838,3842839,3842841,3842842,3842910,3842911,3842913,3842914,3842947,3842948,3842949,3842950,3842828,3842829,3842831,3842832,3842875,3842876,3842878,3842879,3842819,3842821,3842824,3842825,3842915,3842916,3842917,3842918,3842857,3842858,3842859,3842860,3842880,3842881,3842883,3842884,3842925,3842926,3842928,3842929,3842932,3842933,3842935,3842936,3842905,3842906,3842907,3842908,3842900,3842901,3842902,3842903,3842862,3842863,3842864,3842865,3799655,3813906,3813907,3813921,3842920,3842921,3842922,3842923,3842955,3842956,3842957,3842958,3842891,3842892,3842894,3842895,3842833,3842834,3842836,3842837,3842937,3842938,3842940,3842941,3842942,3842943,3842944,3842945,3842886,3842887,3842888,3842889,3842870,3842871,3842872,3842873,3775078,3775080;1;1;0;-77;-77;df06d1a0122a1afd2bed8bc45e203754;1;0;1580426167;30.01.2020 23:16;30.01.2020 23:23;0000-00-00 00:00:00;7;0;421;191;381;383;0;314;13;346;0;348;336;0;339;396;0;398;323;0;326;354;356;0;377;379;0;412;414;0;341;0;343;358;0;360;408;410;0;393;0;395;373;375;0;369;371;0;328;0;331;350;352;0;385;387;0;362;0;363;366;0;367;400;0;402;404;406;0;332;334;0;389;391;0;317;321;0;3842966;3842838;3842910;3842947;3842828;3842875;3842819;3842915;3842857;3842880;3842925;3842932;3842905;3842900;3842862;3799655;3842920;3842955;3842891;3842833;3842937;3842942;3842886;3842870
540;0;0;31;3775080;-77;866;1;1;1;24;1;2;1;1;2;2;2;2;1;1;1;1;2;1;1;2;2;1;2;1;2;1;2;1;2;2;0;1;1;-77;4;4;-77;1;1;-77;1;1;-77;1;2;-77;1;1;-77;4;4;-77;1;1;-77;1;1;-77;1;1;-77;3;-77;3;4;4;-77;1;1;-77;2;-77;1;4;4;-77;1;1;-77;1;1;-77;3;-77;3;1;1;-77;1;1;-77;2;-77;2;3;-77;3;2;-77;2;2;-77;2;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3784671,3818110,3821863,3842942,3842943,3842945,3842946,3842946,3842946,3842891,3842892,3842893,3842894,3842875,3842876,3842877,3842878,3842870,3842871,3842872,3842873,3842932,3842933,3842934,3842935,3842910,3842911,3842912,3842913,3842819,3842821,3842822,3842824,3842857,3842858,3842859,3842860,3842880,3842881,3842882,3842883,3842915,3842916,3842917,3842918,3842900,3842901,3842902,3842903,3842833,3842834,3842835,3842836,3842966,3842967,3842969,3842970,3842937,3842938,3842939,3842940,3842828,3842829,3842830,3842831,3842920,3842921,3842922,3842923,3842838,3842839,3842840,3842841,3842925,3842926,3842928,3842929,3842947,3842948,3842950,3842951,3799655,3813906,3813907,3813921,3842886,3842887,3842889,3842890,3842955,3842956,3842958,3842959,3842905,3842906,3842908,3842909,3842862,3842863,3842864,3842865,3775078,3775080;1;0;0;-77;-77;7d6757e837066a864fbc2168941364cf;1;0;1580467251;31.01.2020 10:40;31.01.2020 10:55;0000-00-00 00:00:00;170;0;866;458;826;828;0;558;180;635;639;0;725;745;0;695;697;0;770;778;0;646;649;0;859;861;0;605;607;0;595;598;0;658;660;0;833;0;835;584;588;0;683;688;0;849;0;853;622;625;0;673;676;0;753;756;0;807;0;811;613;615;0;712;714;0;565;0;578;817;0;819;842;0;844;704;0;707;3842942;3842891;3842875;3842870;3842932;3842910;3842819;3842857;3842880;3842915;3842900;3842833;3842966;3842937;3842828;3842920;3842838;3842925;3842947;3799655;3842886;3842955;3842905;3842862
541;0;0;31;3775080;-77;594;1;1;1;21;1;2;2;1;1;2;2;2;1;1;1;1;1;1;2;1;2;1;2;1;2;1;2;1;2;2;0;1;1;-77;4;4;-77;4;4;-77;4;4;-77;1;1;-77;4;4;-77;1;1;-77;1;1;-77;1;1;-77;2;-77;2;4;4;-77;1;1;-77;4;4;-77;2;-77;1;1;1;-77;1;1;-77;1;1;-77;1;1;-77;4;3;-77;1;1;-77;2;-77;2;4;4;-77;2;-77;2;3;-77;3;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842910,3842911,3842912,3842913,3842862,3842863,3842864,3842865,3842875,3842876,3842877,3842878,3842932,3842933,3842934,3842935,3842942,3842943,3842945,3842946,3842905,3842906,3842908,3842909,3842937,3842938,3842939,3842940,3842857,3842857,3842858,3842859,3842860,3842880,3842881,3842883,3842884,3842955,3842956,3842958,3842959,3842915,3842916,3842917,3842918,3842920,3842921,3842922,3842923,3842966,3842967,3842969,3842970,3799655,3813906,3813907,3813921,3842838,3842839,3842840,3842841,3842828,3842829,3842830,3842831,3842925,3842926,3842927,3842928,3842833,3842834,3842835,3842836,3842819,3842821,3842822,3842824,3842891,3842892,3842893,3842894,3842886,3842887,3842888,3842889,3842870,3842871,3842872,3842873,3842947,3842948,3842949,3842950,3842900,3842901,3842902,3842903,3775078,3775080;0;0;0;-77;-77;3a408643a600276ba955ceef4fdd5e3a;1;0;1580468629;31.01.2020 11:03;31.01.2020 11:13;0000-00-00 00:00:00;26;0;594;248;487;491;0;316;32;536;540;0;507;510;0;528;530;0;497;501;0;413;416;0;342;346;0;563;569;0;353;357;0;423;0;426;554;556;0;545;548;0;585;587;0;395;0;398;326;332;0;449;457;0;461;464;0;518;523;0;364;370;0;405;408;0;376;0;381;576;579;0;432;0;441;476;0;481;3842910;3842862;3842875;3842932;3842942;3842905;3842937;3842857;3842880;3842955;3842915;3842920;3842966;3799655;3842838;3842828;3842925;3842833;3842819;3842891;3842886;3842870;3842947;3842900
547;0;0;31;3775080;-77;1052;1;1;1;25;2;2;2;1;2;1;2;2;1;1;1;1;1;1;2;2;2;1;2;1;2;1;2;1;1;2;2;1;1;-77;1;1;-77;1;1;-77;3;-77;3;1;1;-77;3;-77;3;2;-77;1;2;-77;2;4;4;-77;3;-77;3;2;-77;1;2;-77;2;1;1;-77;4;4;-77;4;4;-77;2;-77;1;4;4;-77;4;4;-77;3;-77;4;4;4;-77;4;4;-77;4;4;-77;3;-77;3;4;4;-77;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842920,3842921,3842922,3842923,3842862,3842863,3842865,3842866,3842875,3842876,3842877,3842878,3842915,3842916,3842918,3842919,3842880,3842881,3842883,3842884,3842833,3842834,3842836,3842837,3842942,3842943,3842944,3842945,3842819,3842821,3842822,3842824,3842932,3842933,3842935,3842936,3842900,3842901,3842902,3842903,3842937,3842938,3842939,3842940,3842925,3842926,3842927,3842928,3842870,3842871,3842873,3842874,3842966,3842967,3842968,3842969,3842828,3842829,3842830,3842831,3842955,3842956,3842958,3842959,3842947,3842948,3842949,3842950,3842838,3842839,3842840,3842841,3842857,3842858,3842860,3842861,3842910,3842911,3842912,3842913,3842891,3842892,3842894,3842895,3842886,3842887,3842889,3842890,3799655,3813906,3813907,3813921,3842905,3842906,3842907,3842908,3775078,3775080;1;1;0;-77;-77;9d897830311d9ffc544eed50b1d7b03d;1;0;1580542747;01.02.2020 07:39;01.02.2020 07:56;0000-00-00 00:00:00;38;0;1052;333;1031;1035;0;463;46;583;587;0;905;909;0;550;0;554;935;939;0;946;0;950;495;0;501;881;0;884;508;512;0;538;0;543;1017;0;1024;1010;0;1013;608;613;0;1040;1043;0;955;962;0;522;0;528;478;485;0;870;874;0;592;0;599;862;866;0;564;576;0;925;928;0;914;0;917;892;895;0;3842920;3842862;3842875;3842915;3842880;3842833;3842942;3842819;3842932;3842900;3842937;3842925;3842870;3842966;3842828;3842955;3842947;3842838;3842857;3842910;3842891;3842886;3799655;3842905
542;0;0;31;3775080;-77;502;1;1;1;40;1;2;1;1;2;1;2;2;1;1;1;1;1;2;1;2;2;1;2;1;2;2;2;2;1;2;1;1;1;-77;1;2;-77;4;4;-77;4;4;-77;1;2;-77;2;-77;2;4;3;-77;3;-77;3;1;1;-77;1;1;-77;2;-77;2;3;-77;3;2;-77;2;4;3;-77;4;3;-77;1;2;-77;4;3;-77;1;2;-77;4;3;-77;3;-77;3;4;3;-77;1;2;-77;4;4;-77;1;1;-77;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842870,3842871,3842873,3842874,3842857,3842858,3842860,3842861,3842886,3842887,3842889,3842890,3842925,3842926,3842927,3842928,3842880,3842881,3842882,3842883,3842905,3842906,3842907,3842908,3842966,3842967,3842968,3842969,3842910,3842911,3842912,3842913,3842828,3842829,3842830,3842831,3842947,3842948,3842949,3842950,3842942,3842943,3842944,3842945,3842838,3842839,3842840,3842841,3842862,3842863,3842864,3842865,3842920,3842921,3842922,3842923,3842875,3842876,3842877,3842878,3842937,3842938,3842940,3842941,3842941,3842941,3842932,3842933,3842934,3842935,3842833,3842834,3842835,3842836,3842900,3842901,3842903,3842904,3842955,3842956,3842957,3842958,3842915,3842916,3842917,3842918,3842819,3842821,3842822,3842824,3799655,3813906,3813907,3813921,3842891,3842892,3842894,3842895,3775078,3775080;0;1;0;-77;-77;24ad162209dd779f95a7cc867085d7b3;1;0;1580490573;31.01.2020 17:09;31.01.2020 17:17;0000-00-00 00:00:00;12;0;502;149;481;486;0;216;20;469;476;0;318;328;0;430;435;0;355;361;0;238;0;247;370;377;0;224;0;232;394;399;0;272;276;0;253;0;259;491;0;497;440;0;445;281;289;0;305;311;0;460;465;0;381;390;0;262;267;0;421;427;0;403;0;415;343;350;0;333;340;0;450;454;0;293;301;0;3842870;3842857;3842886;3842925;3842880;3842905;3842966;3842910;3842828;3842947;3842942;3842838;3842862;3842920;3842875;3842937;3842932;3842833;3842900;3842955;3842915;3842819;3799655;3842891
